pre_exclusion_participant_id,participant_id,start_date,end_date,q_duration_in_sec,confidence_1,demanding_1,helpful_1,process_1 ,design_1 ,confidence_3,demanding_3,helpful_3,process_3 ,design_3 ,confidence_2,demanding_2,helpful_2,process_2 ,design_2 ,confidence_4,demanding_4,helpful_4,process_4 ,design_4 ,confidence_7,demanding_7,helpful_7,process_7 ,design_7 ,confidence_12,demanding_12,helpful_12,process_12 ,design_12 ,description,most_helpful,least_helpful,most_confusing,prgm_interface_both,prgm_interface_both_explanation,sus_frequent,sus_complex,sus_easy,sus_support,sus_integrated,sus_inconsistency,sus_quickly,sus_cumbersome,sus_confident,sus_learn,age,gender_mc,gender_text,education,cs_position,cs_class,cs_experience,ifttt_familiarity,owned_iot_mc,owned_iot_text,feedback,prolific_pid,interface,task_1_choice,task_1_time_ms,task_1_condition,task_1_correct,task_12_choice,task_12_time_ms,task_12_condition,task_12_correct,task_2_choice,task_2_time_ms,task_2_condition,task_2_correct,task_3_choice,task_3_time_ms,task_3_condition,task_3_correct,task_4_choice,task_4_time_ms,task_4_condition,task_4_correct,task_7_choice,task_7_time_ms,task_7_condition,task_7_correct,task_1_used_prgm_button,task_2_used_prgm_button,task_3_used_prgm_button,task_4_used_prgm_button,task_7_used_prgm_button,task_12_used_prgm_button,tut1,tut2,tut3
65,53,2020-08-17 18:47:51,2020-08-17 19:48:49,3657,2,6,3,I compared the original program to the modified program and could see the original tasks were there plus turning the faucet off when she leaves the bathroom.,"I could compare, but it would be nicer if the original program could be beside the modified instead of under it to more easily compare side by side. I could do it, but I had to keep moving the window and that is annoying.",6,3,4,"Why is the roomba turning off included in this program when it wasn't mentioned in the task instructions? If it needs to be turned of so that the recording will be more useful, why is it not programmed in to never run the roomba when the security camera is recording? It just muddied the whole thing to me. So I am not sure how to tell if the modified program was correct. ",It hindered. The program should keep a record of prior programs and the modifications so that Alice can revert to the old original program without needing to modify. And does she not have a password to prevent someone from modifying her instructions! Huge security risk if not. ,3,5,4,"There were instructions in #2 that would instruct the interface to turn off the AC when Alice left, but said nothing about Bobbie being there and vice versa, so it would not solve the problem, but #1 solved it I think. ","It was a simpler task, so it was fine for this. ",6,2,6,"Both Program 1 and 2 seemed to have illogical instructions to me so I chose neither. Like one said if a living room window opens when another window is open, it closed the living room window. It should close the window that was previously open, because the person opening the window would not open the living room window unless they had a reason, it seemed to me. ",It would help to FIRST know all the windows in the house. I had to assume there were only 3. ,5,2,5,"I assumed that if the TV was on then Alice wanted it on and would be annoyed if it turned off instead of the Roomba turning off, so I didn't select any of the programs that would turn off the TV or close the window if all three were in use. I know I'd be ticked off if I was watching something and every time the Roomba turned on while the window was open it turned off my show. ",Too many programs to have to sort through! It was easy to get confused. I would want to be able to clarify exactly what Alice wants. And having the task open while sorting through all the choices would be way more helpful to me.,6,2,6,"I didn't understand the logic in what the criteria was for why a certain appliance was turned off when one was turned on. It seemed self explanatory that if it was daytime the hue lights turned off, but what decided which one turned off? There didn't seem to be any rhyme or reason to me. Quite confusing!","Not having the original task open at all times made it difficult to remember what the goal was. It was all super confusing to me. It could be me - I have minor dyslexia and so keeping a mental map straight can be hard for me, but this was not intuitive at all to me. ","First I opened the Task instructions and read through them to see what was needed. Then I would look at the original program. Then I would read through the new programs or modified programs checking it against the instructions in my head. If I got confused, I would open the task again to refresh my memory and then go back to what I looking at. Then I would decide which if any of the programs were sufficient to meet Alice's needs. ","The task, although it would have been nicer to have that open at all times at the top of the page or along the side to be able to compare it to the programmed instructions to keep it all straight in my mind. ",Not seeing the task open at all times. Too many programs on one of the tasks made my brain hurt.,"When information was left off the task. Like for instance, did Alice mind if the TV turned off when the window was opened and the roomba turned on while she was watching TV? I assumed she didn't want the TV to turn off, but that was not specified and was confusing to me. And also, did she only have three windows total? That would be useful information since I don't live there and have never seen her home. Complete information would be useful!",3,Sometimes I needed to compare them.,11,6,12,8,12,6,12,6,12,6,5,1,,4,2,2,2,2,2,,,5ec2feeb47c4471339d3b2ce,Rules,[1],56304,1,1,[2],267495,1,0,[1],73823,1,1,[1],172249,1,0,[],258827,1,0,"[14, 17]",492907,1,0,1,1,1,1,1,1,1,1,1
67,54,2020-08-17 18:50:31,2020-08-17 19:52:22,3711,2,3,3,"The lights and windows react the same, but the faucet turns off now. ",It helped to show the differences. ,1,4,4,The camera was supposed to record no matter what if the door was unlocked. The second task did not have that set. ,It showed the program settings in an easy to read way. ,2,3,2,As long as one of them were at the house the ac had to be on. ,It was helpful to see what was changing. ,4,2,3,"Program one opened too many windows at a time. Program two had a scenario that was a tad confusing, but the end result was what Alice wanted. ",It helped a bit to understand. ,2,2,4,Most programs were not desired. There was one that in all cases prioritized the window being open over the roomba being on. ,Did not really help me as I was unsure how to really compare each.,3,3,4,"It said that at least one device had to be turned off. After looking through each program, one and two both turned at least one device off in the scenarios. ",It helped to see what was changing each time. ,"First, I looked at the problem to see what Alice wanted the program to do and what it was already supposed to do. Then I looked through the new programs to see whether they were better fits for her. Depending on if they needed to be the same, but add features or if they needed to be completely different. Then scrolled to the bottom to choose an answer. FInally, I would hit submit. ",The scenarios were easy to read and understand. ,The compare feature confused me at first because I was using it and accidentally forgetting to check the other tasks. ,"Well I pretty much answered that in the question above. There were a few that had a lot of possible programs, but comparing them to each other was not always helpful. Rather to see their details one by one would be the best option for me to see what is really going on. If that makes sense.  ",1,The programs button gave more information when it came to seeing all of the tasks. ,8,9,9,9,8,9,10,10,9,9,2,1,,3,2,1,1,2,1,Google home,,5f2412762a08362350c7630a,Flowcharts,[1],79404,1,1,"[1, 2]",466010,1,0,[1],158388,1,1,[-1],81805,1,1,[2],466526,1,1,[14],513288,1,1,1,0,0,1,1,0,1,1,1
68,55,2020-08-17 18:50:09,2020-08-17 19:52:33,3744,3,5,3,"I knew that the task said when Alice leaves the bathroom, the faucet should turn off. Thus, the faucet should not turn on. ",The interfaced helped by describing the task and informing me what the situation was in order for me to answer the question. ,3,5,3,"I knew that for this task, the security camera is always recording, whether Alice is asleep, when the front door is unlocked, or both. Thus, this means the I had to choose the answer that said the security camera was recording when the front door is unlocked, even though Alice is asleep. The other choice that said the security camera is not recording is incorrect since the front door is unlocked, so it has to be recording.",The interface helped me by showing me the task at hand.,3,5,3,"I knew that the AC had to be on when either Alice or Bobbie was at home. Therefore, if one or the other is at home, the AC should be turned on. The AC would only turn off if both Alice and Bobbie were not at home.",The interfaced helped me view the task at hand.,3,5,3,"I knew that for each of the situations, there could only be one window open as an outcome. Thus, two windows could not be open at the same time. ","The interface helped with showing me which windows were open or closed at which time, which helped me to decide what the outcome should be for each situation.",3,5,3,"I knew that the task required that the TV always stays on. I also knew that Alice prefers fresh air over having the Roomba clean the floor. Thus, this means that if the window is open, the Roomba should be turned off. ",The interface helped to describe each of the different situations.,3,5,3,"I knew that the task said that the appliances should never all be on at the same time, which means at least one appliance should be turned off at any given time. Thus, I chose the answers for each situation that had at least one appliance turned off at any given time. ",The interfaced helped me to see which appliances were turned on or off. ,"First, I clicked on Task Instructions to read the current task. Then, I closed out of that box and read each situation corresponding to the task. I then figured out which outcome(s) would be acceptable to that situation. Then, based on my responses, the interface told me which programs matched an outcome to every situation above, which helped me to answer the final question. ",I found the Task Instructions and Situations to be the most helpful.,"I found the Programs on the left hand side to be the least helpful, since I didn't click on that while completing the tasks. ","I found the Situations part the most confusing in the beginning. I didn't really understand how to read the Situations at first, but I think I eventually got the hang of it by the third task. ",2,"I was told in the instructions in the beginning that I didn't need to rely on this Programs button, and using the interface would be easier to complete the tasks.",8,10,8,10,8,10,8,10,8,9,2,1,,5,2,2,2,2,2,,,5ebb48fa86aba5115f8f33c9,Questions,[-1],94969,1,0,[1],224197,1,1,[1],194245,1,1,[-1],179351,1,1,[],283360,1,0,[14],191863,1,1,0,0,0,0,0,0,1,1,1
69,56,2020-08-17 19:01:10,2020-08-17 19:53:50,3159,1,7,3,"I first checked that the modified program did exactly the same as the original program, and then checked that it turned off the faucet when Alice left the bathroom i.e. the intended outcome",The interface design was pretty clear,1,7,2,This was easy - just one program and one situation,Didn't hinder,1,7,3,I simply checked that the AC was on if either Alice or Bobby were at home,"Didn't make any difference, but it wasn't a hindrance",1,6,3,Program #2 accomplished the goal while Program #1 did not,It was easy enough,1,1,6,"I initially looked at all the situations, but quickly switched to checking if a program switched the TV off. In that case, I discounted the program",It was cumbersome scrolling down everytime to check the program after confirming that it satisfies the goal,2,2,3,"It took a while to go through all the situations for Program #1, after a while, I lost track of what the goal was, and had to recheck the problem statement more than once",Scrolling through the situations was tedious,"First I would look at the top left corner to view the task. After reading this, I then looked at how many Programs I had to test, just as a time estimate. Then I selected Program #1 and went through the situations. Over time, I tried to look for a reason where the program would fail, instead of if it would achieve the goal.","I like the comparison tool, which compared the outcomes of two programs.",I wasn't a fan of scrolling through the interface. I think having a separate selection button for the situations within a program would be better.,None,2,Didn't need a reason to check the programs,10,11,7,12,7,12,6,12,6,12,2,1,,6,1,1,1,2,3,,No,5f173430b3d35306f47fe72e,Flowcharts,[1],41032,1,1,"[1, 2]",418827,1,0,[1],61085,1,1,[-1],59098,1,1,[2],98053,1,1,"[2, 4, 5, 10, 11, 13, 14]",460433,1,0,0,0,0,0,0,0,1,1,1
70,57,2020-08-17 19:04:06,2020-08-17 19:53:55,2988,1,4,1,"The modified program didn't add the new feature Alice wanted, so it was quite an easy decision to make",It was very helpful,1,3,1,I compared the modified program with the original and it performed as expected,It helped well,1,4,1,Both programs performed the same way,"I really like the interface, very simple and compact",1,3,1,"I just had to study each program, then pick the one that offers slightly more than the original program",I found it easy to understand,1,1,1,"I compared a large number of the programs, but i just couldn't find the suitable option for Alice",The interface helped me compare 2 programs easily,1,2,1,I chose the program that saves more energy.,The interface helped a lot,"The first thing i did is to click on the task instructions to know my task. Then i went through the original program first, before moving to the modified programs and comparing them one after the other if need be",I found the option to compare programs the most helpful.,All parts of the interface helped in some way,None,2,The interface in the middle of the screen was easier for me to understand,6,11,6,12,6,12,7,11,6,9,2,1,,5,2,2,2,2,1,Amazon Echo,,5f05a2c7ebd707037b22d8cf,Property-Diff,[-1],128739,1,0,[1],295402,1,1,"[1, 2]",166675,1,0,[1],86999,1,0,[2],212554,1,1,[],82085,1,0,0,0,0,0,0,0,1,1,1
71,58,2020-08-17 18:48:01,2020-08-17 19:54:41,3999,1,5,4,I walked myself through each of the programs and all of the different steps.  Compared what was similar and what was different to make sure they achieved the goal that was wanted.  I also just compared the tasks word for word to make sure they were aligned with the goal by Alice. ,The design interface wasn't as helpful because it didn't show the all of the steps listed out.  I had to click on the programs tab to the left to see the relevant information for each program type.  ,2,5,2,This task was kind of tricky.  The security camera though would not be recording all of the time the front door was unlocked based on the modified program unless Alice sleeps all day.  The original program includes when the door was unlocked regardless of whether or not she was asleep.  This piece was missing from the modified program. ,The design interface made it easy to identify where the differences lie in the two programs.  This made it easy to identify what was wrong. ,1,7,1,I read the two program types and selected the ones that best fit the goal.  This was not that difficult because the ask was pretty simple.  I followed the directions listed in the task instructions. ,The interface helped because the goal wasn't that complex and there wasn't a lot off programs that had to be reviewed. ,2,3,3,I was looking for commands that made sure there were not multiple windows that could be open at once.  I was also looking for commands that would always keep one window open.  ,The interface was able to make things appear to be more manageable and easy to understand.  There was however a lot of information that was presented to the user.  ,6,1,4,There was a ton of different program types to look through and so many different options to read through.  This task was quite cumbersome.  I was looking for a task that would always have the TV on at all times. ,The interface did help a little bit when figuring out all of the functions.  There was however so many programs types that I wish you could see them all side by side in a matrix rather than clicking on each one. ,2,3,5,The first program was easy to understand.  The second program was very complicated although it accomplished the same goal.  There were a lot more steps and processes to read through.  ,The interface worked well for the first program type but for the second one I had to click on the tab to the left.  It didn't work as well as some of the other tasks because there was so much information. ,"First, I would look to the task instructions tab on the left.   I would then click on it and read what the goal was.  Then I would look for the program drop downs to see the different program choices there were.  Next I would then carefully review the original and modified programs to make sure they met the goal.  If the program wouldn't display then I would click on it on the tab on the left hand side and then read through it.  After that I would ",When the interface showed the different steps that was really helpful.  I also liked that it highlighted key words and phrases to draw attention to them.  The highlighting off existing and new commands in different colors was also helpful.  ,Sometime the interface might not display the options of the tasks or commands were too long.  Not sure if that was a UI error or if it was on purpose. ,There wasn't really anything to confusing about it after reading the directions on how to use it. ,3,Sometimes the programs wouldn't load into the interface so I had to click on the programs button.  On some there was no drop-down to select from.  ,8,10,7,9,8,9,8,10,8,9,2,2,,5,1,1,2,1,1,"Philips Hue Lights, Nest thermostats,  Sonos speakers, Alexa, smart lock, security system",No,5e683c4d6ca0f9000d3f35fe,Property-Diff,[1],145481,1,1,"[1, 2]",123072,1,0,"[1, 2]",61326,1,0,[-1],91970,1,1,[2],147918,1,1,[],444446,1,0,1,0,0,0,0,1,1,1,1
72,59,2020-08-17 18:53:02,2020-08-17 19:55:14,3731,2,3,2,I watched how  Alice could use the program to automatically turn off the faucet when she leaves the bathroom. ,Nice,2,3,2,I tried to figure out if the new program works like the old one,Nice,2,3,3,"I helped alice determine the program that allows anyone who is home to use the AC freely, but keep the AC off when no one is home..",Very nice,2,3,3,"I Helped Alice decide which of Program #1 and Program #2, will meet the same goal below as her Original Program for the air circulation in her house hold",Nice,2,4,2,I carefully tried to understand the program,It was helpful,1,3,1,I helped Alice determine how she can use both the Original Program and the modified version to help her smart home save energy.,Nice,I first looked at the instruction at the top left of my screen. Then I carefully try to understand the problem. Then check the available programs to see which is more suitable for the several situations. Anger which I select the desired program to solve the situation's.,The instruction tab,All parts of the interface was helpful,The program rules,1,I clicked on it to select the best program to solve Alice problem,7,8,8,8,6,8,8,10,8,9,2,1,,5,1,1,1,1,1,Google nest wifi,Nice study,5f25f3e0fa7df82e7c7f2051,Text-Diff,[1],109226,1,1,"[1, 2]",129838,1,0,[2],104741,1,0,[1],87769,1,0,"[1, 2]",124328,1,0,[],169828,1,0,1,0,0,0,0,0,1,1,1
73,60,2020-08-17 18:48:00,2020-08-17 19:55:26,4045,2,3,3,I determined that by a manual task that by a manual task of turning on a faucet that a smart faucet can determine when someone leaves the area of the bathroom to shut itself off by the rule (IF person WHEN leaving bathroom turn off smart faucet.,Interface was a bit off in rules,2,3,3,"While there were additional rules thrown into the both programs that had nothing to do with the goals of the homeowner, both programs worked on both IF and When statements to produce the desired results.",This time there were additional rules thrown in that had nothing to do with the intended goal.,2,3,3,I found that there was no rule in any program that would account for that if both people were not in the house that the AC would shut off by rule. The rules were setup that if the smart home detected that if either person left the house that the AC would go off.,I had no issues,2,3,3,I concluded that the original and Program#1 had a fault in them that by closing and opening  the same window the rule would fault,No issues with the interface,2,1,3,"While the rules were simple, it became a matter of deduction as to which program would complete the task of both TV on and window open at all times",I had no issues with the interface.,2,3,3,I found no issue with either program on any device that gets turned on will power off a different device per any rule in either program.,I had no issues with the interface.,"I would have to go over each rule set one at a time to see to consider each IF, WHILE, and THEN rule statement would generate the appropriate and desired action of the homeowner for what they wanted.",Arrangement of the interface that properly showed each action to provide the desired outcome of each rule.,"That if a rule were configured previously that would effect or conflict with another rule, it required a bit of backtracking.",None,3,It gave me the ability to reference back at times if I was unsure on the goal of the program with the interface.,7,9,7,7,7,9,7,9,7,11,4,2,,5,1,1,1,35,1,Arlo and Amazon Ring,No,5dd86784dcec8782b85cb5bb,Rules,[1],138406,1,1,"[1, 2]",258742,1,0,[],143237,1,0,[1],8119,1,0,[2],9625,1,1,[14],10757,1,1,0,0,0,0,0,0,1,1,1
74,61,2020-08-17 18:49:34,2020-08-17 19:55:30,3955,3,5,4,I read each of the programs and chose the one that best completed the task,it was unavailable,3,6,3,i read the task and matched the programs to the task. i saw that the two programs matched so i pressed that the completed the same task,the second program was an exact replicate of the first program,3,5,2,the task asked for everyone to use the ac freely but for it to be off when no ones home so i read each program to determine which answered the task,i read the both the program and chose the one(s) that satisfied the task,6,3,4,I concluded that each program still had some function that only allowed one window to be open,it was kind of confusing and could be written better,3,6,7,i looked through every single program to find the ones that satisfied the task,the programs could have been condensed,3,5,3,i read each program and chose the one that agreed with the task the best,it helped because it was the only option,I would first press the task bar to see what the assignment was. Then I pressed the programs and looked at each one to see if it fit the task. ,when the programs were placed side by side and replicated each other and the task asked for them to accomplish the SAME thing and/or more,when there were multiple programs to choose from and i had to look at each one,when there were multiple programs to choose from and i had to look at each one,2,it was a bigger screen/bigger words and more readable,8,10,8,11,8,10,8,10,11,10,1,1,,3,2,1,1,1,1,"ring, smartfridge",,5f00d545c6d8de20533777a1,Property-Diff,[1],24708,1,1,[1],245213,1,1,"[1, 2]",124893,1,0,[1],124171,1,0,"[1, 2]",235203,1,0,"[3, 8, 11, 14, 17, 20, 23, 26]",507450,1,0,1,1,0,0,0,0,1,1,1
75,62,2020-08-17 18:48:38,2020-08-17 19:55:43,4024,2,3,2,The program turns off the faucet when she leaves the bathroom.,It made it easy to understand.,4,2,3,It accomplished the goal of turning the security camera on when she was asleep.,It made it easier to understand.,3,4,3,"Both options turned off the ac when they both left the house, and it allowed them both to use it.",it made it easy to understand.,4,2,3,"I chose the option because of the options closed the windows, but left one open.",It helped by making it more easy to understand.,5,1,3,None of the options prioritized opening the window when the tv is on.,it made it easier to understand.,4,3,3,It saved energy by turning off at least one appliance. ,It made it easier to understand.,I first looked at the instructions. Then I looked at the programs and I decided if it followed the rules or not.,The instructions were the most helpful.,no parts were unhelpful.,No parts of the interface were confusing. ,3,They both were helpful in making it easier to understand. ,8,10,8,7,8,9,10,9,9,8,2,2,,4,1,1,2,2,1,smart speaker,no comment.,5decaac46e09cf3792805023,Text-Diff,[1],70213,1,1,"[1, 2]",124184,1,0,"[1, 2]",175353,1,0,[1],147203,1,0,"[1, 2]",259264,1,0,[],254060,1,0,0,0,0,1,0,0,1,1,1
76,63,2020-08-17 18:51:27,2020-08-17 19:56:16,3888,1,3,1,I looked at the entire program for both the original and modified program to see if they did the same thing. Nothing but the faucet turning off what different. The interface can show where the paths diverge and it is clear what will change.,"The interface takes some getting used to, we would have to assume that the way the chart flows in regards to time is that it is all simultaneous. It was confusing for a moment that the location of Alice was separate from the action that would occur within the bathroom.",5,1,5,I once again used the descriptions found on the left side of the site to look at the entire programs. It seemed that the modified program did the same thing as the original one. It would record in cases where the doors were unlocked or she was asleep. ,This time around the interface confused me since it seems to me that they were the same but it looked different.,2,5,2,"For this one, the process was much more simple. I had to think about the location of Alice or Bobby and make sure that the AC was on if either or both of them were home. I read aloud the possibilities for all situations to make sure that the AC was on when it needed to be.",The interface was helpful to see the location of the two people. It was very clear to see when anything changed. ,3,3,2,"I thought about the windows and how they would cause others to close or open. It was easy to see the process of the windows opening and closing and I just looked at every situation to see if the end result was that there was only one window open of the three. Once I made sure of it, then I submitted my answer.",The interface really helped to see the reactions of the smart home to the windows opening and closing since the layout lends itself to being read sequentially. ,5,1,2,I set out to find out what I needed the door and roomba to do when the TV was on. I looked at every program to see if the conditions were met in situation #1.,"The interface was helpful because when I compared a program that did what it needed with one that didn't, it was clear to see what changed.",6,2,3,"I felt that this time I was unsure if I was able to deduce what was the correct option for Alice. It seemed that I was trying to both interpret the task and gauge what I could consider saving power. I felt that both programs turned things off when everything else was on, but was unsure if it was enough to say it saved power.",The interface was helpful to see what turned off and on but it still was confusing.,"I would look at the task at hand to find out how to best understand the interface. I would begin to read what the first conditions were under the ""if"" portion of the interface. I would follow the dotted lines all the way to the right side to see what the outcome would be. I would compare those outcomes to another program by returning to where the dotted lines diverged into another pathway. I would follow those lines to the alternate actions the smart home would then take. ","I found that the layout was helpful since it followed the way we read in English, from left to right and top to bottom. The progression was clear to see. I liked the color coding as well.","Sometimes, the red and green that highlighted different programs was unhelpful. ","I found that the places where the dotted lines separated were oddly placed. It came in the middle, leading me to believe it was an alternate situation rather than another program.",3,"If I found the interface confusing, the programs on the left were more clear but more work to go through.",8,8,10,6,7,11,11,10,10,7,1,1,,2,2,2,1,2,1,Google Home,,5f127c7b5f0aa11e0ebadb56,Flowcharts,[1],90432,1,1,"[1, 2]",359259,1,0,[1],122408,1,1,[1],337057,1,0,[2],127493,1,1,"[2, 5, 15]",538026,1,0,1,0,1,0,0,1,1,1,1
77,64,2020-08-17 18:49:20,2020-08-17 19:56:50,4049,1,7,1,"I looked for the color coding to make sure the original program didn't have features that were missing in the new one, and the new one had the additional feature. As well as skimming over the non-colored pieces to make sure that information was correct.",The color coded differences make it easy to find the differences you're looking for.,3,7,2,"Although the functions appear to have changed, when you take all the changes into account they add up to the same basic principal.","The color coded boxes helped identify the differences, but there were areas where certain wording made similar ideas appear in different places, making it less organized or efficient.",1,7,2,"The second program still shut off the AC when Alice left, regardless of whether or not someone else was still in the house. Thinking back, I may have answered it incorrectly because it designates specific people, not necessarily allowing ""anyone"" to use it freely.","It was helpful to see the specific designations set out in the ""while"" sections.",2,7,2,"It seemed that Program #1 covered less bases than the original, while Program #2 covered the same bases, while also adding some and being slightly less confusing by keeping a more similar wording throughout.",The color coding was a bit less helpful because all of the pieces of information were written so similarly.,1,6,1,There was only one program that didn't involve turning off the TV and/or closing the window in at least one scenario.,It helped in seeing the outcome of each process clearly.,3,7,4,"I felt that both new programs basically did the same thing as the original, if not even less. I don't think the new programs would meet her goal any better than the goal was being met already.","When there are too many requirements listed out separately in the ""while"" section, it can get a little overwhelming to keep it straight and make that information useful. ","I would first check to see what task or goal was being attempted, and then go through each program with that task in mind. Depending on the situation, I would look for different information. In one case I might look directly for the color changes and see how the changes affected the problem. In some, I looked at the ""if"" to ""then"" change specifically, while in others I focused more on the ""while"" if the goal was dependent on specific criteria.",The color changing was definitely helpful in identifying which areas I needed to focus on in most cases.,"When there were many items listed in the ""while"" section because of specific necessities in achieving the goal, the information was easily muddled because there were so many determining factors, and also many of them were worded so similarly that it took longer to properly identify what the differences were. ","I guess the same ones that I found least helpful. Mainly the parts that were worded to similarly that it wasn't easily identifiable what the differences were, and in turn what was most helpful for achieving the desired outcome.",2,I felt it was more helpful to see the differences between two programs at the same time rather than focus on one alone and possibly miss important information from the data.,7,10,6,12,7,11,7,12,7,11,2,2,,2,2,1,2,2,1,"Amazon products like the Dot, etc",N/A,5ee99ab4c8a94833e2c84540,Text-Diff,[1],39006,1,1,[],148311,1,0,[1],122498,1,1,[1],365788,1,0,[2],136978,1,1,[14],347027,1,1,0,0,0,0,0,0,1,0,1
78,65,2020-08-17 18:51:26,2020-08-17 19:59:01,4055,2,5,3,Given that plan one had nothing to do with bathroom faucets I figured plan 2 was the way to go.,I don't like the design the interface overall.  There are easier programs that exist.,4,3,3,There are so many things happening is regards to her security system and situations.  I tried to think of the best way for her system to work and how it works with her old way.  Everything from security cameras to roombas.,"I do find it confusing,  but this is because I am still familiarizing myself with it.  Hopefully with each task my score will improve. ",3,3,3,This one is pretty simple if she or her brother are home then the AC is on.,The interface is getting easier to understand. ,4,2,3,Because she always wants at least one window open but does not want multiple windows open at once.  I tried to come up with the best scenario.  But she did say that two window could be open temporarily as long as it did close shortly after.  I also tried to figure out the safest room for anopen window.,"I find it a bit confusing,  however, new interfaces are usually confusing for me.",3,3,3,For me if you want to watch TV but have fresh air the roomba has to turn off.,I read all 27 choices and I think there are too many to keep in mind.  There should only be 5 or 6 to prevent stressful programming. ,5,2,5,There are so many items on the list.  So many things being left on.  Honestly half should be turned off on this list if she wants to save money and energy.  I found this one to be the most confusing as to what Alice really wants to have happen.,"There were so many choices that it became cumbersome to figure out exactly what she needed.  Again, half of these items should be turned off whether she is home or not to save energy.  One thing being off while several others being on won't save that much energy.","In order to decide what you would like to do, first you click on instructions on the top left hand corner. Read what Alice would like to change.  Then underneath that button, there is a button for programs.  This tells you what your current program is and what the other programs are available to you.  You then go to your choice scenarios located in the middle of the page.  You are give 2-3 choices as to what you think should happen in regards to Alice's smart home.  At the bottom of your choices they ask you which column if your best choice you check that box.  However, if neither are acceptable you will go to the right of those check boxes and click on the not acceptable button and slide it to the right. It should be orange when completed.  You may have 1 or more of these scenarios to complete.  At the bottom of the page it will tell you what program is actually the most close to what Alice wants in her home.  It asks you how many options you think are acceptable.  You make your choice, close out of the window and return to the survey to complete another task.",The ability to go back and forth between original program and the new program to figure out best scenarios. ,I found it to be cumbersome.  Especially when the choices have many items together.  There are easier interfaces and this one is clumsy.,When there are too many items together and you have to figure out what they best thing to do is.,3,In order to understand what is being done and what needs to be done you have to look at both the old programs and the new programs.  Then you have to decide how to configure everything.  You need both in order to be successful.  Which I hope I was. ,11,8,10,10,9,8,9,7,10,6,3,1,,5,2,2,2,2,2,,,5e78bf026d9a62443b9d5b74,Questions,[1],76939,1,1,"[1, 2]",248305,1,0,[1],175726,1,1,[1],138163,1,0,"[1, 2]",284033,1,0,[13],453689,1,0,1,1,1,0,1,1,0,1,1
79,66,2020-08-17 18:59:16,2020-08-17 19:59:03,3587,1,6,1,"I arrived at my answer by comparing the two programs. The modified program did exactly the same thing as the original, but it also added the feature Alice wanted.",It helped to compare the two programs in list form.,1,4,1,I arrived at my answer by using the interface to figure out which program met the goal. It was pretty clear that the modified program didn't meet Alice's original goal.,It helped by being easy to use and very informative.,2,5,1,I arrived at my answer by comparing the programs with original. It didn't specify about users besides no one being home so I assumed they both would work.,It was easy to use. It's great that you can always consult the task instructions.,6,2,4,"This one was a little confusing for me, honestly. I couldn't quite figure out if the programs were doing what they were supposed to. They didn't quite seem to match the goal.","It was fine, I just didn't quite get this one.",2,3,1,I reviewed each program within the interface to make sure they met the goal. There were 27 programs so I tried to balance being quick with being thorough.,The interface was very helpful. It was easy to compare the programs. My only problem was that the drop down menu took me to the bottom option every time.,1,5,1,The original program didn't do what Alice wanted so program 1 was the only one that explicitly stated that the appliances would never all be on at the same time.,It helped to compare with the original.,"First, I would click on the task instructions so I could know what I'm looking for. Next, I would compare the programs with the drop down menu and answer the questions.",The task instructions.,"It was all helpful to me, honestly.",None of it was confusing. It was all simple and easy to understand.,2,"I used them both, but the side by side comparison was a little more helpful.",6,12,6,12,6,12,6,12,6,12,2,1,,2,2,2,2,2,2,,,5eea537ffd89d01283ffac22,Property-Diff,[1],110450,1,1,[1],130966,1,1,"[1, 2]",108412,1,0,[-1],110253,1,1,[],296776,1,0,"[2, 5, 8, 11, 14, 17, 20, 23, 26]",489111,1,0,1,0,0,0,1,0,1,1,1
